제목,내용,조회수,첨부파일명,첨부파일 링크,출처
'한국방송통신전파진흥원(KCA) 일자리 추진단'발족,"한국방송통신전파진흥원(KCA)이 7일 '일자리 추진단'을 발족했다. 'KCA 일자리 추진단'은 KCA 핵심 기능과 특성에 맞는 일자리 발굴을 강력하게 추진한다. 추진단장은 서석진 KCA원장이 맡았다. KCA 자체 일자리와 민간부문 일자리 창출을 위한 일자리 창출, 비정규직의 정규직 전환과 일자리 나누기를 위한 일자리 개선 등 2개 분과로 가동한다. 추진단은 인사, 노무뿐만 아니라 주요사업 담당자로 구성된 실무반을 운영, 주요 사업 분야 업무를 일자리 창출을 중심으로 운영할 계획이다. 서석진 KCA 원장은 “지속적인 모니터링 분석을 통해 주요 사업인 방송·통신·전파에 부합하는 일자리를 창출하고 개선해 공공기관으로서 사회적 가치를 실현할 예정”이라고 말했다.",6,,,전자신문
한·중·일 통신사 5G 기술전략 회의 개최,"KT, 차이나 모바일, NTT 도코모가 5세대(5G) 이동통신 기술 협력 방안을 논의했다.3사는 'SCFA(Strategic Cooperation Framework Agreement) 5G 기술전략 회의'를 개최했다.SCFA는 2011년 설립된 아시아 최대 규모 통신 사업자 전략 협의체다.",24,,,전자신문
"SK텔레콤, 5G 상용화 착수···장비 도입 논의","SK텔레콤이 5세대(5G) 이동통신 상용화를 위한 행보를 시작했다.   SK텔레콤은 국내외 5G 통신 관련 협력사에 5G 입찰제안요청서(RFP, Request For Proposal)를 발송했다. 5G RFP는 5G 통신 장비 도입을 위해 SK텔레콤이 구상하는 5G 상용 시스템 요구사항을 정리한 문서다. SK텔레콤이 구상하는 기지국, 코어장비, 가상화 인프라 등 5G 상용 장비 세부 기술과 사업 요구사항을 담았다.",22,,,전자신문
평창 올림픽 재난망 보강사업 규격 공고···상용망 연동 핵심,국민안전처가 '2018 평창 동계올림픽 안전 지원을 위한 재난안전통신망 보강 사업' 사전 규격을 25일 공고했다.   본 사업은 아니지만 14년 동안 지연된 재난망 상용화 신호탄이다.   우리나라 공공안전 롱텀에벌루션(LTE48; PS-LTE) 기술을 세계에 알리는 동시에 본 사업 추진의 디딤돌이 될 전망이다.,16,,,전자신문
과기정통부 5G 기지국 수수료 체계 바꾼다,"5세대(5G) 이동통신 시대 기지국 관리 체계가 개편된다.   과학기술정보통신부는 네트워크 구성방식 변화로 기지국 수가 크게 증가하는 5G 특성을 감안, 이동통신사 검사 수수료를 30% 이상 낮추는 새로운 기준을 도입한다.과기정통부는 5G 이동통신 기지국 패러다임 변화를 반영한 '무선국 검사 수수료 감면 조항'을 연내 신설한다. 과기정통부는 이통사 기지국에 부과하는 검사 수수료를 각 안테나 개수별로 산정하던 방식을 전체 기지국 단위별로 부과하는 방향으로 변경한다.",16,,,전자신문
"KCA, 전파정보 활용 경진대회 시상식","한국방송통신전파진흥원(원장 서석진, KCA)은 24일 전파정보 공공빅데이터78 활용 창의경진대회 시상식을 개최했다. 전파정보와 공공빅데이터를 활용한 국민의 창의적 아이디어를 발굴하기 위해 개최된 대회에는 총 182점 제안서가 접수됐다. KCA는 2차에 걸친 심사를 통해 최종 6점 수상작을 선정했다.",22,,,전자신문
해경 LTE 통신망 구축···무전시장 격변 예고,KT파워텔이 독보적 지위를 누렸던 무전통신 시장에 격변이 예상된다.해양경찰 롱텀에벌루션(LTE48) 통신망 구축 사업이 예고된 가운데 SK텔레콤과 LG유플러스가 참여를 타진하고 있다. 해경은 KT파워텔 최대 고객 중 한 곳으로 SK텔레콤과 LG유플러스가 참여하면 3사 간 수주전이 불가피하다.,16,,,전자신문
주파수 소요량과 트래픽 예측 등 관리체계 전면 개편,"미래창조과학부가 주파수 소요량과 데이터 트래픽 예측에 자동화 시스템을 도입한다. 5세대(5G) 이동통신 등 데이터 트래픽 폭증 대응을 체계화, 주파수 분배량과 시기를 결정하는 근거로 활용한다.    미래부는 '주파수 이용 현황 종합정보시스템' 구축 사업을 본격화한다.종합정보시스템은 미래부가 이통사에 공급한 주파수 현황과 데이터 트래픽 추이를 연계·분석하는 자동화 시스템을 마련한다. 이통사가 주파수를 제대로 활용하고 있는지, 부족 또는 초과가 없는지 체계화되고 정확한 현황 조사와 분석 방법이 없었다는 문제의식에서 비롯됐다.",17,,,전자신문
"SK텔레콤, LTE+드론 기반 '영상재난구조시스템' 공개","SK텔레콤이 초소형 영상 생중계 장비와 드론352 전문업체 숨비의 드론을 결합한 '영상재난구조시스템(DMS)'을 선보였다. DMS는 비와 바람에 강한 숨비의 산업용 드론에서 촬영하는 초고화질(풀HD) 영상을 롱텀에벌루션(LTE48) 망을 통해 어디서든 끊김 없이 실시간 볼 수 있는 게 핵심이다.기존 드론 영상 전송은 무선자동차 조정에 쓰는 무선 주파수 방식을 사용, 드론과 조종기 간 거리가 1~3㎞ 멀어지면 중계가 불가능하다. 또, LTE 망을 통한 드론 생중계를 위해 비싼 외산 장비를 활용해야 하지만 1kg 이상인 중계 장비의 무게로 드론과 결합이 쉽지 않다.",11,,,전자신문
"KT-KT스카이라이프, 세계 최초 'LTE+위성방송' 출시···“ 끊어짐 없이 TV 시청하세요”","KT와 KT스카이라이프가 롱텀에벌루션(LTE48)과 위성방송을 융합한 하이브리드 미디어 서비스를 개발했다. 실시간 방송에 이어 주문형비디오(VoD) 서비스를 추가, 이용자 콘텐츠 선택권도 확대한다. KT와 KT스카이라이프는 12일 '스카이라이프 LTE TV'(이하 SLT)를 세계 최초로 출시한다고 밝혔다.",11,,,전자신문
소형기지국 '스몰셀' SW 국산화···외산 대체 및 수출 기대,"100% 외산에 의존하는 소형기지국(스몰셀) 소프트웨어(SW)가 국산화됐다. 기술 이전에 이어 연내 상용화가 가능할 전망이다. 한국전자통신연구원(ETRI)은 스몰셀에 쓰일 시분할 롱텀에벌루션(LTE48-TDD) 지원 SW를 개발, 유캐스트와 기술 이전을 논의하고 있다. 지난해에는 주파수분할 롱텀에벌루션(LTE-FDD) 지원 SW를 개발, 기술 이전을 완료했다.",16,,,전자신문
"TTA, 5G 표준화 전담조직 '5G STC' 발족","한국정보통신기술협회(TTA)가 5세대(5G) 이동통신 기술 표준화 전담조직인 '5G 특별기술위원회(STC, Special Technical Committee)'를 구성, 첫 회의를 개최했다.",15,,,전자신문
"KT, 5G 기반 기가인터넷 '5G WTTx' 테스트 성공",KT가 2018년 평창 동계올림픽이 열리는 알펜시아 경기장 스키점프대 정상에서 5세대(5G) 이동통신으로 기가인터넷28 서비스를 제공하는 '5G WTTx(Wireless To The x)' 솔루션 필드 테스트에 성공했다. WTTx는 광케이블을 무선으로 대체하는 솔루션으로 유선 인프라 구축이 어려운 위치와 환경에서 기가인터넷 수준 무선속도를 제공할 수 있다.,18,,,전자신문
국가재난망 상용화 첫발···평창·강릉·정선 우선 구축,"우리나라가 세계 최초로 개발한 롱텀에벌루션(LTE48) 기반의 국가재난안전통신망(공공안전 LTE, PS-LTE)을 정식 가동한다. 2018 평창 동계올림픽이 열리는 강원도 평창, 강릉, 정선 3개 지역에 우선 구축한다. 국가재난안전통신망(이하 재난망) 상용화의 신호탄이다.정부는 4일 국무회의에서 기획재정부가 제출한 '2017년도 일반회계 목적예비비 지출안(재난안전통신망 구축·운영 사업비)'을 의결했다. 기재부는 국민안전처와 협의, '재난망 구축·운영'에 필요한 87억3300만원을 목적예비비에서 지출할 것을 제안했다.",21,,,전자신문
"""전파사용료, 전파진흥기금 조성할 때 됐다""",10년째 제자리인 전파사용료 사용처 문제를 '전파진흥기금 신설'로 해결해야 한다는 주장이 잇따르고 있다. 4차 산업혁명에서 전파 역할이 중요한 만큼 당초 전파법 취지대로 전파사용료를 전파 발전에 사용해야 한다는 논리다. 연간 2400억원에 이르는 전파사용료를 전파 발전이 아닌 다른 용도로 사용하는 문제가 10년째 지속되고 있다.,19,,,전자신문
"""터널서 LTE로 방송""··· KT스카이라이프 '끊김없는 이동체 서비스' 개발","자동차, 선박, 비행기 등 움직이는 이동체와 터널 등 야외 어느 곳에서 위성방송을 끊김없이 볼 수 있게 됐다. KT스카이라이프가 롱텀에볼루션(LTE48)을 활용한 위성방송 이동체 서비스 '스카이라이프(Skylife) LTE TV'를 개발했다. 종전 위성방송 이동체 서비스가 위성만을 이용한 것과 달리, 스카이라이프 LTE TV는 위성과 LTE를 이용한다.",10,,,전자신문
"전자파 논란 ""올바른 리스크 커뮤니케이션 필요하다""",“사회적 논란이 커지는 전자파 갈등 해소를 위해 올바른 리스크(Risk) 커뮤니케이션이 필요하다.” 김남 충북대 교수는 국립전파연구원 주최로 29일 열린 '제5차 전자파안전포럼'에서 “신빙성이 없는 전언이 사실인 것처럼 증폭돼 전자파에 대한 오해를 키우고 있다”며 이같이 말했다.이어 김 교수는 “우리나라는 전자파 관리와 인체 보호기준 준수 확인을 세계 어느 나라보다 철저히 수행하고 있는데도 잘못된 인식이 우려를 키우는 원인이 되고 있다”며 “이해당사자 간 의사소통이 핵심인 '리스크 커뮤니케이션(RC)'이 해법”이라고 주장했다.,19,,,전자신문
"SK텔레콤, 국내 최초 3.5㎓ 대역 5G 기술 확보","SK텔레콤이 국내 최초로 3.5㎓ 주파수 대역을 활용한 5세대(5G) 이동통신 시연에 성공했다.SK텔레콤은 초고주파수(28㎓)와 저주파수 기술을 모두 확보, 주파수별 활용 가능한 대역폭과 특성 등을 고려해 최적의 5G 망을 설계할 수 있게 됐다. SK텔레콤은 삼성전자와 공동으로 이동통신표준화기구(3GPP66)에서 현재까지 합의된 5G 표준규격(New Radio Specification)을 기반으로 3.5㎓ 주파수 대역을 활용할 수 있는 기지국 장비, 시험용 단말, 가상화 코어 장비 등을 공동 개발했다.",31,,,전자신문
5G 주파수 28GHz 기술표준화 기반 마련,"5세대(5G) 이동통신 시범서비스 주파수인 28㎓ 대역 기술 표준화 기반이 마련됐다.미래창조과학부 국립전파연구원은 캐나다 나이아가라 폴스에서 열린 국제전기통신연합16 전파부문(ITU-R) 이동통신작업반(WP5D) 회의에서 5세대(5G) 이동통신 후보기술 선정을 위한 기술적인 평가절차에 최종 합의했다고 22일 밝혔다. 회의에선 최고 데이터 통신속도 20Gbps, 이용자 체감속도 100Mbps, 대역폭 1㎓ 및 1ms의 초저지연 통신 등 13개 항목의 성능기준, 후보기술 제출 양식과 평가방법 등 평가 절차를 마련했다.",30,,,전자신문
[ICT시사용어]공동주택 전자파 갈등 예방 가이드라인,'공동주택 전자파 갈등 예방 가이드라인'은 이동통신 기지국 문제 분쟁을 막기 위해 미래창조과학부가 제정했다.   전기통신사업법 개정으로 500가구 이상 대규모 아파트 단지의 기지국 설치 의무화 후속 조치다. 전자파 안전성이나 미관 침해 민원에 대비하기 위한 가이드라인이다.,11,,,전자신문
"KT, 5G 시범서비스 중계기 개발···기지국 연동 성공","KT가 2018년 평창 동계올림픽에서 선보일 세계 최초 5G 시범 서비스 준비에 박차를 가하고 있다. KT는 5세대(5G) 이동통신 시범 서비스에 활용할 중계기를 개발, 평창 5G 규격481을 준용한 기지국과 연동에 성공했다고 21일 밝혔다. KT는 건물 내에서 안정적 5G 커버리지를 확보하기 위해 5G 중계기를 개발했다. KT와 협력사 에프알텍이 공동 개발했다.",18,,,전자신문
시스코 “5G 전송량 LTE 5배”,5세대(5G) 이동통신 트래픽이 4G LTE48의 다섯 배에 육박할 것이라는 전망이 나왔다. 트래픽 8할 이상을 동영상이 차지할 전망이다. 시스코는 20일 “2020년 5G 단말기는 4G LTE보다 4.7배 많은 트래픽을 유발할 것”이라고 밝혔다. 비디오 트래픽이 4G 7배로 급증해 전체 트래픽 82%를 차지할 것으로 예상했다.,11,,,전자신문
"미래부, 5G 공공투자로 전국망 구축 앞당긴다","정부가 5세대(5G) 이동통신망에 대한 공공 투자를 확대한다.미래창조과학부는 산간오지 등 취약지역 기지국과 유선 관로 등 5G 필수설비 일부를 직접 구축하거나, 이통 3사 공동활용 의무를 강화할 방침이다.",24,,,전자신문
"한미일 이어 캐나다, 싱가포르도 28㎓ 대역 5G표준 '합류'","캐나다와 싱가포르가 28㎓ 대역을 글로벌 5세대(5G) 이동통신 표준 주파수로 추진하는 한·미·일 공조에 대열에 공식 합류했다. 5개국은 28㎓를 '5G 프론티어 밴드'로 브랜드화하고, 글로벌 생태계 구축과 시장 확산을 본격화한다. 〈본지 2016년 12월 20일자 1면〉 미래창조과학부는 캐나다 나이아가라 폴스에서 미국, 일본, 싱가포르, 캐나다, 글로벌기업과 '제2차 28㎓이니셔티브 워크숍'을 개최했다고 15일 밝혔다.회의에서 각국 전파 정책 담당자와 삼성전자, LG전자, 인텔, 에릭슨, 노키아 등 글로벌 기업은 5G 글로벌 표준 유력 후보 대역인 28㎓(26.5~29.5㎓) 확산을 위한 공조를 약속했다.",12,,,전자신문
"대규모 아파트, 전자파 진단 의무화",이동통신 기지국 분쟁을 예방하기 위한 '공동주택 전자파 갈등 예방 가이드라인'이 마련됐다. 미래창조과학부는 전기통신사업법 개정으로 500세대 이상 대규모 아파트 단지 기지국 설치 의무화 후속조치로 전자파 안전성 혹은 미관침해 관련 민원에 대비하기 위한 가이드라인을 제정했다고 11일 밝혔다. 가이드라인에 따르면 아파트 분양 전 기지국 설치 장소를 공개하고 전자파 안전성 종합진단을 시행하고 입주 전 정보를 공개해야 한다. 기지국은 친환경 방식으로 설치해야 한다.,14,,,전자신문
